Province,Program Stream,Employer,PostalCode,Occupation,Incorporate Status,Approved LMIAs,Approved Positions
Quebec                                                                     ,Low Wage            ,Prolam Soci�t� en commandite,"Cap-St-Ignace, QC G0R 1H0",22220-Computer network and web technicians,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Prolam Soci�t� en commandite,"Cap-St-Ignace, QC G0R 1H0",94211-Assemblers and inspectors of other wood products,Unknown,1,3
Quebec                                                                     ,Low Wage            ,PROLIFIK INC.,"Varennes, QC J3X 1P7",94105-Metalworking and forging machine operators,Unknown,1,3
Quebec                                                                     ,Low Wage            ,Promatrice inc,"Saint-L�onard-d'Aston, QC J0C 1M0",72106-Welders and related machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pro-Mec �lite Inc.,"La Tuque, QC G9X 3C4",72106-Welders and related machine operators,Unknown,2,2
Quebec                                                                     ,Low Wage            ,Pro-Meubles Inc.,"Granby, QC J2J 1A7",94106-Machining tool operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Propair.Inc,"Rouyn-Noranda, QC J9Y 0G1","72600-Air pilots, flight engineers and flying instructors",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Protex Abitibi,"ROUYN-NORANDA, QC J9X 7A5",52111-Graphic arts technicians,Corporation,1,2
Quebec                                                                     ,Low Wage            ,PSK Consultation,"Montreal, QC H8R 2G1",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pultrall inc.,"THETFORD MINES, QC G6G 6Z5","92013-Supervisors, plastic and rubber products manufacturing",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Pultrall inc.,"THETFORD MINES, QC G6G 6Z5","94212-Plastic products assemblers, finishers and inspectors",Unknown,3,8
Quebec                                                                     ,Low Wage            ,Qualifab,"Qu�bec, QC G1C 6B9",72106-Welders and related machine operators,Corporation,1,1
Quebec                                                                     ,Low Wage            ,Quartz Concept Quartz Marbre et Granite,"Repentigny, QC J5Z 5A2",94106-Machining tool operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Qu�bec Voyages et Congr�s inc.,"Quebec, QC G1K 2K6",12103-Conference and event planners,Unknown,1,1
Quebec                                                                     ,Low Wage            ,ra distribution inc,"Longueuil, QC J4J 2V2",62100-Technical sales specialists - wholesale trade,Unknown,1,2
Quebec                                                                     ,Low Wage            ,RACHEL PNEUS M�CANIQUE INC.,"st-jean-sur-richelieu, QC J3B 2L6","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Ratelle Immobilier Inc.,"Joliette, QC J6E 3M3","65312-Janitors, caretakers and heavy-duty cleaners",Unknown,1,1
Quebec                                                                     ,Low Wage            ,Raymond Chabot Grant Thornton S.E.N.C.R.L.,"Montr�al, QC H3B 4L8",13111-Legal administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Reboisement les Cents Fronti�res Inc.,"Qu�bec, QC G1M 3B1",85121-Landscaping and grounds maintenance labourers,Unknown,1,8
Quebec                                                                     ,Low Wage            ,R�cup�ration Frontenac Inc,"Thetford Mines, QC G6G 7Y3",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,R�flex paysage inc,"Saguenay, QC G7K 1G1",85121-Landscaping and grounds maintenance labourers,Unknown,1,4
Quebec                                                                     ,Low Wage            ,Refraco,"Chicoutimi, QC G7K 1J2",72320-Bricklayers,Unknown,1,2
Quebec                                                                     ,Low Wage            ,Reine des fleurs inc.,"quebec, QC G1E 1Y7",62010-Retail sales supervisors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Relais de la Place d'Armes lt�e,"Qu�bec City, QC G1R 3X2","65201-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
Quebec                                                                     ,Low Wage            ,REMORQUES 125 INC.,"ST-ESPRIT, QC J0K 2L0",72401-Heavy-duty equipment mechanics,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Remorques syr plus,"Joliette, QC J6E  9G","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Corporation,1,4
Quebec                                                                     ,Low Wage            ,Ren� Mat�riaux Composites,"St-�phrem, QC G0M 1R0",72100-Machinists and machining and tooling inspectors,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Ren� Mat�riaux Composites,"St-�phrem, QC G0M 1R0",94111-Plastics processing machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Rene St-Cyr (1996) Inc.,"Notre-Dame-du-Mont-Carmel, QC G0X 3J0","95109-Other labourers in processing, manufacturing and utilities",Unknown,1,2
Quebec                                                                     ,Low Wage            ,R�novation 418 Inc,"Qu�bec, QC G1C 3P8",13110-Administrative assistants,Unknown,1,1
Quebec                                                                     ,Low Wage            ,Rep�re Bor�al Inc,"Les �boulements, QC G0A 2M0",73200-Residential and commercial installers and servicers,Unknown,1,1
Quebec                                                                     ,Low Wage            ,R�SERVOIRS DESPR�S INC.,"Val-Alain, QC G0S 3H0",72106-Welders and related machine operators,Unknown,1,1
Quebec                                                                     ,Low Wage            ,RESIDENCE  FLORENTINA,"MONTR�AL, QC H1E 3E9","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
Quebec                                                                     ,Low Wage            ,R�sidence Adisson S.E.N.C,"La Prairie, QC J5R 3A4","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
Quebec                                                                     ,Low Wage            ,R�sidence Bourg-Joli,"Saint-hyacinthe, QC J2S 5S3","33102-Nurse aides, orderlies and patient service associates",Corporation,1,1
Quebec                                                                     ,Low Wage            ,R�SIDENCE CH�NIER SAINT-EUSTACHE INC.,"Laval, QC H7E 5P3",65310-Light duty cleaners,Corporation,1,1
Quebec                                                                     ,Low Wage            ,"R�SIDENCE CIT�-RIVE, SOCI�T� EN COMMANDITE","Brossard, QC J4W 1M9","33102-Nurse aides, orderlies and patient service associates",Corporation,1,1
Quebec                                                                     ,Low Wage            ,R�sidence des Franciscains,"Qu�bec, QC G1S 2P9","33102-Nurse aides, orderlies and patient service associates",Corporation,1,1
Quebec                                                                     ,Low Wage            ,R�sidence des Franciscains,"Qu�bec, QC G1S 2P9",63200-Cooks,Corporation,1,1
Quebec                                                                     ,Low Wage            ,R�sidence du Bois� Ensoleill�,"Shawinigan, QC G9P 1R2","33102-Nurse aides, orderlies and patient service associates",Unknown,1,1
